2015,1,1,木,1.6,4.7,-0.5,晴後大雪,雪後時々曇,12.5,4,5.5,2.7
2015,1,2,金,1,4,-1.1,曇後時々晴一時雪,大雪一時曇,9.5,2.3,9.8,2.3
2015,1,3,土,1.8,5.8,-1.7,曇時々晴一時雪,晴後曇,1,5.5,5.3,1.5
2015,1,4,日,3,8.7,-0.5,曇後時々晴、みぞれを伴う,曇一時晴後一時雨,0,4.3,7.8,0.9
2015,1,5,月,6,11.1,2.5,曇時々晴,曇一時晴,0,6.8,7.3,1.1
2015,1,6,火,6.6,10.1,4.2,雨時々曇,雨時々曇一時晴,10.5,0,8.8,1.6
2015,1,7,水,4.4,7.1,3,雨時々曇,雨一時曇、みぞれを伴う,0,2.5,9.8,3
2015,1,8,木,4.1,6.9,2.7,雨時々曇後時々晴,晴時々雨,0,3.4,8.8,2.9
2015,1,9,金,4.8,7.5,3.2,雨時々曇一時晴,雨時々曇,0,3.5,8,2.3
2015,1,10,土,5,8.6,2.8,曇時々雨後晴,晴,0,5.1,6.8,2.6
2015,1,11,日,5.2,10.5,1.9,曇時々晴後一時雨,雨時々曇一時雪,0,4.9,7.3,2.4
2015,1,12,月,3.6,6.2,1.3,曇時々雪後時々雨、みぞれを伴う,曇一時晴後時々雨,0,6.6,6.5,2.3
2015,1,13,火,4.8,8.1,1.4,曇後一時晴,晴後一時曇,0,0.5,7.8,1.5
2015,1,14,水,4.6,8.4,0.1,曇一時晴,曇後時々雨,0,1.1,7.5,0.9
2015,1,15,木,6.9,9.5,5.7,雨後時々曇,雨後曇,24.5,0,10,2
2015,1,16,金,6.8,9.9,4.1,曇,曇時々晴後時々雨,0,0.7,8.5,1.6
2015,1,17,土,4.1,6.9,2.1,晴後雨時々雪,みぞれ時々曇一時晴,1.5,4,7.3,3
2015,1,18,日,4.1,8.3,1.4,晴後一時曇,曇時々晴,0,4.4,7.5,1.9
2015,1,19,月,5.8,10.9,2,晴,曇時々雨一時晴,0,6.2,6.5,2.3
2015,1,20,火,5.1,8.7,2.4,曇時々雨後一時晴,晴時々曇,0,1.7,7.3,1.6
2015,1,21,水,5.4,9.7,0.9,曇,曇後雨,0,2.4,9.8,1.2
2015,1,22,木,8.4,9.8,6.9,雨一時曇,雨時々曇,18.5,0,10,1.3
2015,1,23,金,6,8.5,4.1,雨時々曇,曇時々晴,4.5,1.7,10,2.5
2015,1,24,土,6.1,11.4,1.9,晴後一時曇,曇後晴,0,7.3,7,1.9
2015,1,25,日,6.6,11.2,2.3,薄曇一時晴,曇,0,7.3,8.3,1.1
2015,1,26,月,7.8,11.2,4.6,曇後雨,雨後時々曇,25.5,0.2,10,1.1
2015,1,27,火,8.8,13,4.2,曇時々雨,曇後晴,2.5,1.5,10,2.2
2015,1,28,水,3.1,5.8,1.2,晴後時々雪一時みぞれ,晴時々雪後時々曇,0,4.2,7.3,2.4
2015,1,29,木,3.2,5.6,1.1,曇,曇後時々雨,0,0.2,9.3,1.5
2015,1,30,金,4.8,6.4,3.1,雨後曇,曇時々雨,9.5,0.3,10,1.6
2015,1,31,土,2.9,6,0,曇時々雪一時晴、みぞれを伴う,雪一時晴,0.5,4.8,7,2.8
2015,2,1,日,2.2,5.3,-0.3,雪時々晴一時みぞれ,晴時々雪,3.5,3.5,6.5,2
2015,2,2,月,3.3,6.1,1.4,曇一時雪後雨,雨時々曇,0,0.6,8.3,1.7
2015,2,3,火,4,6.2,2.5,曇時々雨,曇一時雨,0,0,10,1.4
2015,2,4,水,5.3,8.9,3.2,曇後一時晴,曇,0,4.1,9.5,1.5
2015,2,5,木,5,9.3,3.5,曇一時晴後時々雨,雨時々曇一時晴,3.5,1.1,9.3,1.4
2015,2,6,金,4.4,8,1.8,晴後一時雨、みぞれを伴う,晴,0,3.9,5.8,2.1
2015,2,7,土,4.9,10.3,-0.1,曇一時晴,曇,0,7.6,7.3,1.2
2015,2,8,日,4.8,10.5,0,雨時々曇,晴一時みぞれ後一時雪,2,1.2,7.8,2
2015,2,9,月,1.1,3.5,-1,晴後曇時々雪,曇後一時雪,0,4,7,3.1
2015,2,10,火,3.4,8.8,-0.8,晴一時雪,曇時々晴,0,4.8,8.8,2.8
2015,2,11,水,6.5,11.7,1.6,晴後曇,曇後晴,0,4.1,9.3,1.8
2015,2,12,木,5.9,11.9,1.7,曇時々晴後一時雨,曇時々雨後時々雪,0,3.4,6,1.9
2015,2,13,金,2.6,5.9,0.1,曇時々雪,雪時々曇後一時みぞれ,0,3.3,9,2.9
2015,2,14,土,3.8,9.3,-0.4,晴一時雪,晴後一時曇,0.5,8.1,4.8,2.5
2015,2,15,日,4.5,8.5,0.9,曇時々雨,曇後一時晴,0,1.2,7.5,1.9
2015,2,16,月,6.1,13.2,0.3,晴一時薄曇,曇時々晴後雨,0,10,6,1.5
2015,2,17,火,6.6,9.1,4.6,曇一時雨後一時晴,曇時々雨後一時晴,8.5,0.4,10,1.3
2015,2,18,水,5.7,9.3,3.7,雨後時々晴,晴時々雨一時曇,4.5,3.3,6.5,2.3
2015,2,19,木,4.7,8.3,2.7,雨時々曇,雨時々曇,2.5,6.8,8,2.7
2015,2,20,金,4.4,8.3,1.6,雨後晴,晴,0,2.1,7.3,2.3
2015,2,21,土,7.2,15.1,-0.3,晴後薄曇,曇後時々雨,0,9.2,5.8,1.4
2015,2,22,日,11,14.8,8,曇時々雨,雨後曇,5.5,0,10,1.1
2015,2,23,月,11.6,15.9,8.1,曇一時雨,曇後一時晴,0,1.8,10,1.4
2015,2,24,火,9.1,14.5,5.1,晴後時々薄曇,晴後一時曇,0,6.1,6.3,1.6
2015,2,25,水,8.5,13.8,4.1,晴時々曇,曇後時々雨,0,5.2,5.5,1.6
2015,2,26,木,8.9,10.2,7.1,雨,曇時々雨一時晴,13,0,10,1.2
2015,2,27,金,5.6,9.1,2.9,曇時々雨、みぞれを伴う,曇時々雨,0,2.4,9.5,2.8
2015,2,28,土,6.4,11.7,2.3,曇後一時晴,曇後時々雨,0,6.6,10,1.8
2015,3,1,日,7.4,10.2,5.4,雨,曇時々雨,34,0,10,2.1
2015,3,2,月,6.6,10.9,3,晴一時雨,晴後一時薄曇,0,5.3,4.3,2.3
2015,3,3,火,6.4,10.6,1.4,曇後時々雨,雨後一時晴,15.5,0.6,7.5,1.7
2015,3,4,水,9.4,14.7,5,晴時々曇,薄曇一時晴,5,5.5,8.3,3
2015,3,5,木,5.3,9.2,3.7,曇時々雨,曇後一時晴,0,3.1,9,2.9
2015,3,6,金,7,12.1,2.3,薄曇時々晴,曇後一時雨,0,8.5,9.3,1.7
2015,3,7,土,7.7,11.3,5.7,雨,雨後曇,18.5,0,10,1.4
2015,3,8,日,9.4,13.7,6.9,曇後一時晴,曇一時晴,0.5,2.2,8.8,2.4
2015,3,9,月,8.7,11.7,6.2,雨,曇時々雨一時晴,19,0,10,1.6
2015,3,10,火,3.9,7.1,-0.3,曇時々雨一時雪後晴,晴一時雪、みぞれを伴う,0.5,5.1,8.3,4.2
2015,3,11,水,2.4,6.5,-1.2,晴一時雪,晴後一時曇,0,4.4,2.3,2.4
2015,3,12,木,6,11.4,0.7,晴後時々曇,晴一時曇,0,4.9,5.8,2.5
2015,3,13,金,7.1,14.1,0.1,晴後一時曇,雨一時曇,0,9.2,3.5,2.2
2015,3,14,土,6.2,10.7,3.1,雨後晴,晴後薄曇,5,2.1,8.5,2
2015,3,15,日,8,11.7,3,曇一時晴,曇,0,1.8,8.8,1.2
2015,3,16,月,13,19.6,8.6,曇,晴後時々曇,0,4.2,7.5,1.4
2015,3,17,火,14.3,22.1,8.1,晴一時曇,晴後一時曇,0,7.1,6,1.7
2015,3,18,水,15.8,22.7,11.6,曇後一時雨,大雨,33,3.6,10,1.3
2015,3,19,木,15,17.2,12.3,雨後時々曇,曇時々晴,22,0,8.8,2
2015,3,20,金,13.4,18.5,9.1,曇時々晴,晴,0,7.8,5.5,3
2015,3,21,土,12.7,20.7,6.3,晴時々薄曇,晴一時曇,0,8.9,4.3,1.5
2015,3,22,日,13.1,22.2,7.4,晴後一時雨,晴,0.5,9.4,2,2.3
2015,3,23,月,7.1,10.6,4,晴時々曇一時雨,晴一時雨,0,7.4,6,2.9
2015,3,24,火,5.1,8.9,2.4,晴後時々雨,晴時々雨一時みぞれ,0,5.5,5.5,2.5
2015,3,25,水,5.3,10.6,1.9,晴時々雨、みぞれを伴う,晴,1,8.2,5.5,2.8
2015,3,26,木,8,15.9,1.6,晴,快晴,0,11.7,3,1.7
2015,3,27,金,10.7,19.5,2.9,晴,晴後曇,0,11.4,1.8,2.2
2015,3,28,土,14.1,22,7.5,晴一時曇,晴後一時雨,0,10.2,5,2.2
2015,3,29,日,12.3,14.7,9,雨一時晴後曇,晴一時曇,4.5,0.2,7.5,1
2015,3,30,月,13.7,22.1,7.2,晴一時薄曇,快晴,0,11.4,3,1.6
2015,3,31,火,16.8,24.5,8.3,晴,曇一時晴後雨,0,11.2,3.8,2.1
2015,4,1,水,15.5,18.3,12.3,雨後時々曇,曇後一時晴,12,0,10,2.7
2015,4,2,木,14.9,21.5,9.6,晴後一時曇,曇,0,9.3,7.5,3.1
2015,4,3,金,16.9,20.1,14.1,曇後雨,曇時々雨,7.5,0,9.8,2.2
2015,4,4,土,17.8,24.8,13.2,曇一時晴,雨一時曇,1,2.4,10,2.4
2015,4,5,日,14.9,16,14.1,雨後時々曇,曇時々雨,23,0,10,1.9
2015,4,6,月,14.4,16.8,10.7,雨時々曇,雨後一時曇,6.5,0,10,1.6
2015,4,7,火,9.6,10.7,8.6,曇一時雨,曇後雨,2.5,0,10,3.5
2015,4,8,水,7.3,11.3,4.5,雨一時曇後晴,曇一時晴,3,4.1,9,2.8
2015,4,9,木,10.8,17.4,4.9,曇,曇,0,2.5,10,1.7
2015,4,10,金,11.2,12,10.2,雨,雨後一時曇,13,0,10,2.2
2015,4,11,土,11.7,15.9,8.2,曇一時雨後一時晴,晴後薄曇,3.5,0.3,8,2.1
2015,4,12,日,13.4,20,6.2,曇,曇後時々雨,0,7.9,10,2.5
2015,4,13,月,13.9,15.3,12,雨,曇時々雨,22.5,0,10,2.8
2015,4,14,火,15.4,17.2,12.9,雨時々曇,曇一時雨後晴,15.5,0,10,1.5
2015,4,15,水,12.3,16.5,10,曇時々雨一時晴,晴時々薄曇一時雨,4.5,1.5,8,2
2015,4,16,木,15.3,21.6,8.2,薄曇一時晴,曇後一時雨,0,7.4,7.3,2.2
2015,4,17,金,14.5,19.5,9,曇一時雨後晴,晴後時々薄曇,0,7.1,6.5,2.8
2015,4,18,土,15.6,23.8,6.7,晴時々薄曇,曇後一時雨,0,10.7,7,2.1
2015,4,19,日,16.5,20.3,13.6,雨後曇,曇後一時雨,4,0,10,1.5
2015,4,20,月,17.4,20,13.5,雨,雨後時々曇,42.5,0,10,1.4
2015,4,21,火,12.7,17.2,8.6,曇時々晴,曇後時々晴,2.5,3.3,8.8,3.2
2015,4,22,水,17.5,25.5,8.5,曇時々晴,晴,0,11,7.5,1.9
2015,4,23,木,18.1,25.9,11.5,晴後薄曇,薄曇後一時晴,0,11,5.8,1.9
2015,4,24,金,18.7,25.9,11.7,薄曇,薄曇後時々晴,0,9.7,9,2.5
2015,4,25,土,17.7,24.9,11.9,晴,快晴,0,12.2,2.8,2.2
2015,4,26,日,18.7,26.8,10.4,快晴,快晴,0,12.3,0,2.4
2015,4,27,月,21,28.8,14.2,快晴,晴後時々曇,0,12.4,0,2.4
2015,4,28,火,20.7,26.6,15.7,薄曇,曇,0,6.2,7.8,1.9
2015,4,29,水,20.9,26.2,17.3,曇一時晴,晴一時薄曇,0,6.1,9.8,2.5
2015,4,30,木,21.2,28.6,15,晴後薄曇,晴一時薄曇,0,12.6,4.5,2.1
2015,5,1,金,22.4,30,15.6,晴,晴,0,11.7,1.8,1.9
2015,5,2,土,22.9,31.4,16.1,晴,晴後時々薄曇,0,12.4,1,2.1
2015,5,3,日,21.4,26.3,17.5,曇,雨時々曇,0.5,4.1,9.5,2.3
2015,5,4,月,19.3,22.4,16.5,雨時々曇,曇一時雨後晴,15.5,0.1,10,1.4
2015,5,5,火,18.6,25.1,12.6,晴一時薄曇,晴後薄曇,0,12.3,1.3,2.3
2015,5,6,水,20.1,26.4,13.4,薄曇,曇後一時雨,0,9.1,10,2
2015,5,7,木,20.9,26.5,17.1,曇,曇時々雨,0.5,2.1,9.8,1.8
2015,5,8,金,21.1,28.1,14.6,晴後一時曇,曇後一時雨,0,10.3,6.5,2
2015,5,9,土,19,21.9,15.9,雨時々曇一時晴,晴,0,0.3,8.3,1.5
2015,5,10,日,17.8,24.5,13.3,晴,晴後薄曇,0,12.4,1.5,3.5
2015,5,11,月,18.2,26.5,10.7,薄曇一時晴,曇一時雨,0,10.4,9.5,2.6
2015,5,12,火,18.6,22.9,15,曇後雨,雨後晴,40.5,0,10,2.5
2015,5,13,水,20.1,27,13.5,晴,晴,0,12.2,3.3,3
2015,5,14,木,20.4,28.4,15.1,晴後曇一時雨,曇時々雨,0,6.9,5,2.1
2015,5,15,金,24,30.5,17.6,曇一時晴,曇後大雨,0,6,9.8,2.1
2015,5,16,土,20,23,15.9,曇一時雨,薄曇一時晴,34.5,0.2,10,2.6
2015,5,17,日,20,28.4,12.6,薄曇,薄曇,0,10.1,9.8,1.8
2015,5,18,月,20.3,26.9,15.2,曇後一時雨,雨時々曇,13,2.2,10,2.1
2015,5,19,火,20.1,25.1,15.9,曇時々雨,晴一時薄曇,17,2.6,9,2
2015,5,20,水,19.5,29.3,13.8,晴,雨時々曇後晴、雷を伴う,6.5,9.1,5,2.7
2015,5,21,木,18.6,25.4,12.7,晴,晴後薄曇,0,9.6,3,2.7
2015,5,22,金,20.4,28.3,13.5,曇後晴,薄曇時々晴,0,7.4,8.5,2.2
2015,5,23,土,20.9,25.8,16,曇,曇,0,0.1,9.8,1.4
2015,5,24,日,22.8,29.2,17.8,薄曇後晴,晴,0,5.8,7.5,1.8
2015,5,25,月,23.3,30.4,16.9,晴後曇,晴一時薄曇,0,,5.3,2.1
2015,5,26,火,24.6,31.8,18.1,晴,快晴,0,,0,2.4
2015,5,27,水,25.6,33.6,17.3,晴後薄曇,晴時々薄曇,0,,5.3,1.9
2015,5,28,木,24.2,29.2,19.5,薄曇,曇,0,,8.5,3
2015,5,29,金,25.2,31.8,21.3,曇後晴,晴,0,6.3,7.3,2.3
2015,5,30,土,25.2,33.4,19.2,晴後曇,曇一時雨,0,8.7,8.5,2.3
2015,5,31,日,22.8,28.2,19.2,曇,晴,0,7.3,9,3.2
2015,6,1,月,24.5,31.2,16.9,晴後薄曇,曇,0,9.9,6.8,2
2015,6,2,火,25.5,30.9,21.1,曇一時晴,曇後雨,0,4.2,8.5,2.7
2015,6,3,水,21.7,24.1,17.4,雨時々曇,晴,40.5,0,8,2.1
2015,6,4,木,20.1,26.5,14.9,晴一時薄曇,晴時々曇,0,12.6,4.3,3.1
2015,6,5,金,16.3,19.6,14.5,曇後雨,雨後曇,24,0,9,1.9
2015,6,6,土,18.5,23.7,14.4,曇後晴,晴後一時曇,0.5,5.5,8.3,2.5
2015,6,7,日,20.8,26.2,14.8,曇,曇,0,4.9,7.3,2.4
2015,6,8,月,20.7,24.3,18.2,曇後雨,大雨,12,0.1,10,3
2015,6,9,火,20.8,24.1,18.4,曇一時雨,曇一時晴,26.5,0,10,1.5
2015,6,10,水,23.4,30.3,16.9,薄曇,曇一時晴,0,10.6,9.5,1.7
2015,6,11,木,21.6,25.5,19.5,曇後雨,雨,6.5,0,10,2.1
2015,6,12,金,24.1,30.8,19.7,曇一時雨後晴,曇時々晴,6,4.7,8.8,1.9
2015,6,13,土,25.5,32.9,18.8,晴後曇,曇,0,7.5,9.5,1.9
2015,6,14,日,24.6,28.3,21.8,曇,曇,0,1.2,10,1.8
2015,6,15,月,25.6,30.6,20.7,薄曇,曇,0,7.1,9.5,1.8
2015,6,16,火,23.7,27,21.3,曇時々雨,晴一時雨後一時曇,2.5,0.6,9,1.4
2015,6,17,水,24.7,31.1,19.8,曇後一時雨,曇後雨,0,6.7,9,1.9
2015,6,18,木,21.8,24.2,19.7,雨後時々曇,雨,3,0,10,3.5
2015,6,19,金,20.3,23,18.1,雨後時々曇,曇一時晴,12,0,8,1.8
2015,6,20,土,23.2,27.4,19.8,曇,曇後大雨、雷を伴う,0,3.4,10,1.6
2015,6,21,日,22.5,29.5,18.8,曇時々雨、雷を伴う,曇一時雨後一時晴,65,4.9,10,2.1
2015,6,22,月,23.6,27.7,18.6,曇,曇後一時晴,0,3.5,8.8,1.6
2015,6,23,火,25,30.7,21.5,晴時々曇,晴時々曇一時雨,0,7.2,8.3,2
2015,6,24,水,25.7,31.9,20.4,曇,曇,0,4.9,10,2.1
2015,6,25,木,26.2,31,22.9,曇一時晴,曇後一時雨,0,6,9.3,3.3
2015,6,26,金,22.2,24.2,21.4,大雨,雨後曇,49.5,0,10,1.8
2015,6,27,土,22.9,25.9,20.2,曇,曇後時々雨,0,0.5,10,2.3
2015,6,28,日,20.9,25.3,18.9,曇後時々晴,晴一時曇,0,6,9.5,3
2015,6,29,月,23.5,29.1,18.7,曇時々晴,曇一時晴,0,7,9.3,2.3
2015,6,30,火,22.9,27.3,19.8,曇後時々雨,雨,15,0.6,10,2
